movieId,title,year,genres
106,b'Nobody Loves Me (Keiner liebt mich)',1994,Comedy|Drama
107,b'Muppet Treasure Island',1996,Adventure|Children|Comedy|Musical
110,b'Braveheart',1995,Action|Drama|War
111,b'Taxi Driver',1976,Crime|Drama|Thriller
112,b'Rumble in the Bronx (Hont faan kui)',1995,Action|Adventure|Comedy|Crime
113,b'Before and After',1996,Drama|Mystery
114,"b""Margaret's Museum""",1995,Drama
116,b'Anne Frank Remembered',1995,Documentary
117,"b""Young Poisoner's Handbook, The""",1995,Crime|Drama
118,b'If Lucy Fell',1996,Comedy|Romance
119,"b'Steal Big, Steal Little'",1995,Comedy
120,b'Race the Sun',1996,Adventure|Comedy|Drama
121,"b'Boys of St. Vincent, The'",1992,Drama
122,b'Boomerang',1992,Comedy|Romance
123,b'Chungking Express (Chung Hing sam lam)',1994,Drama|Mystery|Romance
124,"b""Star Maker, The (Uomo delle stelle, L')""",1995,Drama
125,b'Flirting With Disaster',1996,Comedy
126,"b'NeverEnding Story III, The'",1994,Adventure|Children|Fantasy
128,"b""Jupiter's Wife""",1994,Documentary
131,b'Frankie Starlight',1995,Drama|Romance
132,b'Jade',1995,Thriller
133,b'Nueba Yol',1995,Comedy|Drama
134,b'Sonic Outlaws',1995,Documentary
135,b'Down Periscope',1996,Comedy
136,b'From the Journals of Jean Seberg',1995,Documentary
137,b'Man of the Year',1995,Documentary
138,"b'Neon Bible, The'",1995,Drama
140,b'Up Close and Personal',1996,Drama|Romance
141,"b'Birdcage, The'",1996,Comedy
144,"b'Brothers McMullen, The'",1995,Comedy
145,b'Bad Boys',1995,Action|Comedy|Crime|Drama|Thriller
146,"b'Amazing Panda Adventure, The'",1995,Adventure|Children
147,"b'Basketball Diaries, The'",1995,Drama
148,"b'Awfully Big Adventure, An'",1995,Drama
149,b'Amateur',1994,Crime|Drama|Thriller
150,b'Apollo 13',1995,Adventure|Drama|IMAX
151,b'Rob Roy',1995,Action|Drama|Romance|War
152,"b'Addiction, The'",1995,Drama|Horror
153,b'Batman Forever',1995,Action|Adventure|Comedy|Crime
154,b'Beauty of the Day (Belle de jour)',1967,Drama
155,b'Beyond Rangoon',1995,Adventure|Drama|War
156,b'Blue in the Face',1995,Comedy|Drama
157,b'Canadian Bacon',1995,Comedy|War
158,b'Casper',1995,Adventure|Children
159,b'Clockers',1995,Crime|Drama|Mystery
160,b'Congo',1995,Action|Adventure|Mystery|Sci-Fi
161,b'Crimson Tide',1995,Drama|Thriller|War
162,b'Crumb',1994,Documentary
163,b'Desperado',1995,Action|Romance|Western
164,b'Devil in a Blue Dress',1995,Crime|Film-Noir|Mystery|Thriller
165,b'Die Hard: With a Vengeance',1995,Action|Crime|Thriller
166,"b'Doom Generation, The'",1995,Comedy|Crime|Drama
168,b'First Knight',1995,Action|Drama|Romance
169,b'Free Willy 2: The Adventure Home',1995,Adventure|Children|Drama
170,b'Hackers',1995,Action|Adventure|Crime|Thriller
171,b'Jeffrey',1995,Comedy|Drama
172,b'Johnny Mnemonic',1995,Action|Sci-Fi|Thriller
173,b'Judge Dredd',1995,Action|Crime|Sci-Fi
174,b'Jury Duty',1995,Comedy
175,b'Kids',1995,Drama
176,b'Living in Oblivion',1995,Comedy
177,b'Lord of Illusions',1995,Horror
178,b'Love & Human Remains',1993,Comedy|Drama
179,b'Mad Love',1995,Drama|Romance
180,b'Mallrats',1995,Comedy|Romance
181,b'Mighty Morphin Power Rangers: The Movie',1995,Action|Children
182,b'Moonlight and Valentino',1995,Drama|Romance
183,b'Mute Witness',1994,Comedy|Horror|Thriller
184,b'Nadja',1994,Drama
185,"b'Net, The'",1995,Action|Crime|Thriller
186,b'Nine Months',1995,Comedy|Romance
187,b'Party Girl',1995,Comedy
188,"b'Prophecy, The'",1995,Fantasy|Horror|Mystery
189,b'Reckless',1995,Comedy|Fantasy
190,b'Safe',1995,Thriller
191,"b'Scarlet Letter, The'",1995,Drama|Romance
193,b'Showgirls',1995,Drama
194,b'Smoke',1995,Comedy|Drama
195,b'Something to Talk About',1995,Comedy|Drama|Romance
196,b'Species',1995,Horror|Sci-Fi
198,b'Strange Days',1995,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
199,"b'Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)'",1964,Drama|Musical|Romance
200,"b'Tie That Binds, The'",1995,Thriller
201,b'Three Wishes',1995,Drama|Fantasy
202,b'Total Eclipse',1995,Drama|Romance
203,"b'To Wong Foo, Thanks for Everything! Julie Newmar'",1995,Comedy
204,b'Under Siege 2: Dark Territory',1995,Action
205,b'Unstrung Heroes',1995,Comedy|Drama
206,b'Unzipped',1995,Documentary
207,"b'Walk in the Clouds, A'",1995,Drama|Romance
208,b'Waterworld',1995,Action|Adventure|Sci-Fi
209,"b""White Man's Burden""",1995,Drama
210,b'Wild Bill',1995,Western
211,"b'Browning Version, The'",1994,Drama
212,b'Bushwhacked',1995,Adventure|Comedy|Crime|Mystery
213,b'Burnt by the Sun (Utomlyonnye solntsem)',1994,Drama
214,b'Before the Rain (Pred dozhdot)',1994,Drama|War
215,b'Before Sunrise',1995,Drama|Romance
216,b'Billy Madison',1995,Comedy
217,"b'Babysitter, The'",1995,Drama|Thriller
218,b'Boys on the Side',1995,Comedy|Drama
219,"b'Cure, The'",1995,Drama
220,b'Castle Freak',1995,Horror
222,b'Circle of Friends',1995,Drama|Romance
223,b'Clerks',1994,Comedy
224,b'Don Juan DeMarco',1995,Comedy|Drama|Romance
225,b'Disclosure',1994,Drama|Thriller
227,b'Drop Zone',1994,Action|Thriller
229,b'Death and the Maiden',1994,Drama|Thriller
230,b'Dolores Claiborne',1995,Drama|Thriller
231,b'Dumb & Dumber (Dumb and Dumber)',1994,Adventure|Comedy
232,b'Eat Drink Man Woman (Yin shi nan nu)',1994,Comedy|Drama|Romance
233,b'Exotica',1994,Drama
234,b'Exit to Eden',1994,Comedy
235,b'Ed Wood',1994,Comedy|Drama
236,b'French Kiss',1995,Action|Comedy|Romance
237,b'Forget Paris',1995,Comedy|Romance
238,b'Far From Home: The Adventures of Yellow Dog',1995,Adventure|Children
239,"b'Goofy Movie, A'",1995,Animation|Children|Comedy|Romance
240,b'Hideaway',1995,Thriller
241,b'Fluke',1995,Children|Drama
242,b'Farinelli: il castrato',1994,Drama|Musical
243,b'Gordy',1995,Children|Comedy|Fantasy
244,b'Gumby: The Movie',1995,Animation|Children
245,"b'Glass Shield, The'",1994,Crime|Drama
246,b'Hoop Dreams',1994,Documentary
247,b'Heavenly Creatures',1994,Crime|Drama
248,b'Houseguest',1994,Comedy
249,b'Immortal Beloved',1994,Drama|Romance
250,b'Heavyweights (Heavy Weights)',1995,Children|Comedy
251,"b'Hunted, The'",1995,Action
252,b'I.Q.',1994,Comedy|Romance
253,b'Interview with the Vampire: The Vampire Chronicles',1994,Drama|Horror
254,b'Jefferson in Paris',1995,Drama
255,"b'Jerky Boys, The'",1995,Comedy
256,b'Junior',1994,Comedy|Sci-Fi
257,b'Just Cause',1995,Mystery|Thriller
258,"b""Kid in King Arthur's Court, A""",1995,Adventure|Children|Comedy|Fantasy|Romance
259,b'Kiss of Death',1995,Crime|Drama|Thriller
260,b'Star Wars: Episode IV - A New Hope',1977,Action|Adventure|Sci-Fi
261,b'Little Women',1994,Drama
262,"b'Little Princess, A'",1995,Children|Drama
263,b'Ladybird Ladybird',1994,Drama
264,"b""Enfer, L'""",1994,Drama
265,b'Like Water for Chocolate (Como agua para chocolate)',1992,Drama|Fantasy|Romance
266,b'Legends of the Fall',1994,Drama|Romance|War|Western
267,b'Major Payne',1995,Comedy
268,b'Little Odessa',1994,Crime|Drama
269,b'My Crazy Life (Mi vida loca)',1993,Drama
270,b'Love Affair',1994,Drama|Romance
271,b'Losing Isaiah',1995,Drama
272,"b'Madness of King George, The'",1994,Comedy|Drama
273,"b""Mary Shelley's Frankenstein (Frankenstein)""",1994,Drama|Horror|Sci-Fi
274,b'Man of the House',1995,Comedy
275,b'Mixed Nuts',1994,Comedy
276,b'Milk Money',1994,Comedy|Romance
277,b'Miracle on 34th Street',1994,Drama
278,b'Miami Rhapsody',1995,Comedy
279,b'My Family',1995,Drama
280,b'Murder in the First',1995,Drama|Thriller
281,"b""Nobody's Fool""",1994,Comedy|Drama|Romance
282,b'Nell',1994,Drama
283,b'New Jersey Drive',1995,Crime|Drama
285,b'Beyond Bedlam',1993,Drama|Horror
287,b'Nina Takes a Lover',1994,Comedy|Romance
288,b'Natural Born Killers',1994,Action|Crime|Thriller
289,b'Only You',1994,Comedy|Romance
290,b'Once Were Warriors',1994,Crime|Drama
291,b'Poison Ivy II',1996,Drama|Thriller
292,b'Outbreak',1995,Action|Drama|Sci-Fi|Thriller
293,b'L\xc3\xa9on: The Professional (a.k.a. The Professional) (L\xc3\xa9on)',1994,Action|Crime|Drama|Thriller
294,"b'Perez Family, The'",1995,Comedy|Romance
295,"b""Pyromaniac's Love Story, A""",1995,Comedy|Romance
296,b'Pulp Fiction',1994,Comedy|Crime|Drama|Thriller
297,b'Panther',1995,Drama
298,b'Pushing Hands (Tui shou)',1992,Drama
299,b'Priest',1994,Drama
300,b'Quiz Show',1994,Drama
301,b'Picture Bride (Bijo photo)',1994,Drama|Romance
302,"b'Queen Margot (Reine Margot, La)'",1994,Drama|Romance
303,"b'Quick and the Dead, The'",1995,Action|Thriller|Western
304,b'Roommates',1995,Comedy|Drama
305,b'Ready to Wear (Pret-A-Porter)',1994,Comedy
306,b'Three Colors: Red (Trois couleurs: Rouge)',1994,Drama
307,b'Three Colors: Blue (Trois couleurs: Bleu)',1993,Drama
308,b'Three Colors: White (Trzy kolory: Bialy)',1994,Comedy|Drama
309,"b'Red Firecracker, Green Firecracker (Pao Da Shuang Deng)'",1994,Drama
310,b'Rent-a-Kid',1995,Comedy
312,b'Stuart Saves His Family',1995,Comedy
313,"b'Swan Princess, The'",1994,Animation|Children
314,"b'Secret of Roan Inish, The'",1994,Children|Drama|Fantasy|Mystery
315,"b'Specialist, The'",1994,Action|Drama|Thriller
316,b'Stargate',1994,Action|Adventure|Sci-Fi
317,"b'Santa Clause, The'",1994,Comedy|Drama|Fantasy
318,"b'Shawshank Redemption, The'",1994,Crime|Drama
319,b'Shallow Grave',1994,Comedy|Drama|Thriller
320,b'Suture',1993,Film-Noir|Thriller
321,b'Strawberry and Chocolate (Fresa y chocolate)',1993,Drama
322,b'Swimming with Sharks',1995,Comedy|Drama
324,"b'Sum of Us, The'",1994,Comedy|Drama
325,"b""National Lampoon's Senior Trip""",1995,Comedy
326,b'To Live (Huozhe)',1994,Drama
327,b'Tank Girl',1995,Action|Comedy|Sci-Fi
328,b'Tales from the Crypt Presents: Demon Knight',1995,Horror|Thriller
329,b'Star Trek: Generations',1994,Adventure|Drama|Sci-Fi
330,b'Tales from the Hood',1995,Action|Crime|Horror
331,b'Tom & Viv',1994,Drama
332,b'Village of the Damned',1995,Horror|Sci-Fi
333,b'Tommy Boy',1995,Comedy
334,b'Vanya on 42nd Street',1994,Drama
335,b'Underneath',1995,Mystery|Thriller
336,"b'Walking Dead, The'",1995,Drama|War
337,"b""What's Eating Gilbert Grape""",1993,Drama
338,b'Virtuosity',1995,Action|Sci-Fi|Thriller
339,b'While You Were Sleeping',1995,Comedy|Romance
340,"b'War, The'",1994,Adventure|Drama|War
341,b'Double Happiness',1994,Drama
342,"b""Muriel's Wedding""",1994,Comedy
343,"b'Baby-Sitters Club, The'",1995,Children
344,b'Ace Ventura: Pet Detective',1994,Comedy
345,"b'Adventures of Priscilla, Queen of the Desert, The'",1994,Comedy|Drama
346,b'Backbeat',1993,Drama|Musical
347,b'Bitter Moon',1992,Drama|Film-Noir|Romance
348,b'Bullets Over Broadway',1994,Comedy
349,b'Clear and Present Danger',1994,Action|Crime|Drama|Thriller
350,"b'Client, The'",1994,Drama|Mystery|Thriller
351,"b'Corrina, Corrina'",1994,Comedy|Drama|Romance
352,b'Crooklyn',1994,Comedy|Drama
353,"b'Crow, The'",1994,Action|Crime|Fantasy|Thriller
354,b'Cobb',1994,Drama
355,"b'Flintstones, The'",1994,Children|Comedy|Fantasy
356,b'Forrest Gump',1994,Comedy|Drama|Romance|War
357,b'Four Weddings and a Funeral',1994,Comedy|Romance
358,b'Higher Learning',1995,Drama
360,b'I Love Trouble',1994,Action|Comedy
361,b'It Could Happen to You',1994,Comedy|Drama|Romance
362,"b'Jungle Book, The'",1994,Adventure|Children|Romance
363,"b'Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)'",1993,Documentary
364,"b'Lion King, The'",1994,Adventure|Animation|Children|Drama|Musical|IMAX
365,b'Little Buddha',1993,Drama
366,"b""Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)""",1994,Drama|Horror|Mystery|Thriller
367,"b'Mask, The'",1994,Action|Comedy|Crime|Fantasy
368,b'Maverick',1994,Adventure|Comedy|Western
369,b'Mrs. Parker and the Vicious Circle',1994,Drama
370,b'Naked Gun 33 1/3: The Final Insult',1994,Action|Comedy
371,"b'Paper, The'",1994,Comedy|Drama
372,b'Reality Bites',1994,Comedy|Drama|Romance
373,b'Red Rock West',1992,Thriller
374,b'Richie Rich',1994,Children|Comedy
375,b'Safe Passage',1994,Drama
376,"b'River Wild, The'",1994,Action|Thriller
377,b'Speed',1994,Action|Romance|Thriller
378,b'Speechless',1994,Comedy|Romance
379,b'Timecop',1994,Action|Sci-Fi|Thriller
380,b'True Lies',1994,Action|Adventure|Comedy|Romance|Thriller
381,b'When a Man Loves a Woman',1994,Drama|Romance
382,b'Wolf',1994,Drama|Horror|Romance|Thriller
383,b'Wyatt Earp',1994,Western
384,b'Bad Company',1995,Action|Crime|Drama
386,b'S.F.W.',1994,Drama
387,"b'Low Down Dirty Shame, A'",1994,Action|Comedy
388,b'Boys Life',1995,Drama
389,"b'Colonel Chabert, Le'",1994,Drama|Romance|War
390,b'Faster Pussycat! Kill! Kill!',1965,Action|Crime|Drama
391,"b""Jason's Lyric""",1994,Crime|Drama
392,"b'Secret Adventures of Tom Thumb, The'",1993,Adventure|Animation
393,b'Street Fighter',1994,Action|Adventure|Fantasy
394,b'Coldblooded',1995,Comedy
403,b'Two Crimes (Dos cr\xc3\xadmenes)',1995,Comedy|Crime|Drama
404,b'Brother Minister: The Assassination of Malcolm X',1994,Documentary
405,b'Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension)',1994,Action|Fantasy
407,b'In the Mouth of Madness',1995,Horror|Thriller
408,b'8 Seconds',1994,Drama
410,b'Addams Family Values',1993,Children|Comedy|Fantasy
412,"b'Age of Innocence, The'",1993,Drama
413,b'Airheads',1994,Comedy
414,"b'Air Up There, The'",1994,Comedy
415,b'Another Stakeout',1993,Comedy|Thriller
416,b'Bad Girls',1994,Western
417,b'Barcelona',1994,Comedy|Romance
418,b'Being Human',1993,Drama
419,"b'Beverly Hillbillies, The'",1993,Comedy
420,b'Beverly Hills Cop III',1994,Action|Comedy|Crime|Thriller
421,b'Black Beauty',1994,Adventure|Children|Drama
422,b'Blink',1994,Thriller
423,b'Blown Away',1994,Action|Thriller
424,b'Blue Chips',1994,Drama
425,b'Blue Sky',1994,Drama|Romance
426,b'Body Snatchers',1993,Horror|Sci-Fi|Thriller
427,b'Boxing Helena',1993,Drama|Mystery|Romance|Thriller
428,"b'Bronx Tale, A'",1993,Drama
429,b'Cabin Boy',1994,Comedy
431,"b""Carlito's Way""",1993,Crime|Drama
432,"b""City Slickers II: The Legend of Curly's Gold""",1994,Adventure|Comedy|Western
433,b'Clean Slate',1994,Comedy
434,b'Cliffhanger',1993,Action|Adventure|Thriller
435,b'Coneheads',1993,Comedy|Sci-Fi
436,b'Color of Night',1994,Drama|Thriller
437,b'Cops and Robbersons',1994,Comedy
438,"b'Cowboy Way, The'",1994,Action|Comedy|Drama
439,b'Dangerous Game',1993,Drama
440,b'Dave',1993,Comedy|Romance
441,b'Dazed and Confused',1993,Comedy
442,b'Demolition Man',1993,Action|Adventure|Sci-Fi
443,"b'Endless Summer 2, The'",1994,Adventure|Documentary
444,b'Even Cowgirls Get the Blues',1993,Comedy|Romance
445,b'Fatal Instinct',1993,Comedy
446,b'Farewell My Concubine (Ba wang bie ji)',1993,Drama|Romance
447,"b'Favor, The'",1994,Comedy|Romance
448,b'Fearless',1993,Drama
449,b'Fear of a Black Hat',1994,Comedy
450,b'With Honors',1994,Comedy|Drama
451,b'Flesh and Bone',1993,Drama|Mystery|Romance
452,"b""Widows' Peak""",1994,Drama
453,b'For Love or Money',1993,Comedy|Romance
454,"b'Firm, The'",1993,Drama|Thriller
455,b'Free Willy',1993,Adventure|Children|Drama
456,b'Fresh',1994,Crime|Drama|Thriller
457,"b'Fugitive, The'",1993,Thriller
458,b'Geronimo: An American Legend',1993,Drama|Western
459,"b'Getaway, The'",1994,Action|Adventure|Crime|Drama|Romance|Thriller
460,b'Getting Even with Dad',1994,Comedy
461,b'Go Fish',1994,Drama|Romance
463,b'Guilty as Sin',1993,Crime|Drama|Thriller
464,b'Hard Target',1993,Action|Adventure|Crime|Thriller
465,b'Heaven & Earth',1993,Action|Drama|War
466,b'Hot Shots! Part Deux',1993,Action|Comedy|War
467,b'Live Nude Girls',1995,Comedy
468,"b'Englishman Who Went Up a Hill But Came Down a Mountain, The'",1995,Comedy|Romance
469,"b'House of the Spirits, The'",1993,Drama|Romance
470,b'House Party 3',1994,Comedy
471,"b'Hudsucker Proxy, The'",1994,Comedy
472,"b""I'll Do Anything""",1994,Comedy|Drama
473,b'In the Army Now',1994,Comedy|War
474,b'In the Line of Fire',1993,Action|Thriller
475,b'In the Name of the Father',1993,Drama
476,"b'Inkwell, The'",1994,Comedy|Drama
477,"b""What's Love Got to Do with It?""",1993,Drama|Musical
478,b'Jimmy Hollywood',1994,Comedy|Crime|Drama
479,b'Judgment Night',1993,Action|Crime|Thriller
480,b'Jurassic Park',1993,Action|Adventure|Sci-Fi|Thriller
481,b'Kalifornia',1993,Drama|Thriller
482,b'Killing Zoe',1994,Crime|Drama|Thriller
483,b'King of the Hill',1993,Drama
484,b'Lassie',1994,Adventure|Children
485,b'Last Action Hero',1993,Action|Adventure|Comedy|Fantasy
486,b'Life with Mikey',1993,Comedy
487,b'Lightning Jack',1994,Comedy|Western
488,b'M. Butterfly',1993,Drama|Romance
489,b'Made in America',1993,Comedy
490,b'Malice',1993,Thriller
491,"b'Man Without a Face, The'",1993,Drama
492,b'Manhattan Murder Mystery',1993,Comedy|Mystery
493,b'Menace II Society',1993,Action|Crime|Drama
494,b'Executive Decision',1996,Action|Adventure|Thriller
495,b'In the Realm of the Senses (Ai no corrida)',1976,Drama
496,b'What Happened Was...',1994,Comedy|Drama|Romance|Thriller
497,b'Much Ado About Nothing',1993,Comedy|Romance
498,b'Mr. Jones',1993,Drama|Romance
499,b'Mr. Wonderful',1993,Comedy|Romance
500,b'Mrs. Doubtfire',1993,Comedy|Drama
501,b'Naked',1993,Drama
502,"b'Next Karate Kid, The'",1994,Action|Children|Romance
504,b'No Escape',1994,Action|Drama|Sci-Fi
505,b'North',1994,Comedy
506,b'Orlando',1992,Drama|Fantasy|Romance
507,"b'Perfect World, A'",1993,Crime|Drama|Thriller
508,b'Philadelphia',1993,Drama
509,"b'Piano, The'",1993,Drama|Romance
510,b'Poetic Justice',1993,Drama
511,"b'Program, The'",1993,Action|Drama
512,"b'Puppet Masters, The'",1994,Horror|Sci-Fi
513,b'Radioland Murders',1994,Comedy|Mystery|Romance
514,"b'Ref, The'",1994,Comedy
515,"b'Remains of the Day, The'",1993,Drama|Romance
516,b'Renaissance Man',1994,Comedy|Drama
517,b'Rising Sun',1993,Action|Drama|Mystery
518,"b'Road to Wellville, The'",1994,Comedy
519,b'RoboCop 3',1993,Action|Crime|Drama|Sci-Fi|Thriller
520,b'Robin Hood: Men in Tights',1993,Comedy
521,b'Romeo Is Bleeding',1993,Crime|Thriller
522,b'Romper Stomper',1992,Action|Drama
523,b'Ruby in Paradise',1993,Drama
524,b'Rudy',1993,Drama
525,"b'Saint of Fort Washington, The'",1993,Drama
527,"b""Schindler's List""",1993,Drama|War
528,"b'Scout, The'",1994,Comedy|Drama
529,b'Searching for Bobby Fischer',1993,Drama
531,"b'Secret Garden, The'",1993,Children|Drama
532,b'Serial Mom',1994,Comedy|Crime|Horror
533,"b'Shadow, The'",1994,Action|Adventure|Fantasy|Mystery
534,b'Shadowlands',1993,Drama|Romance
535,b'Short Cuts',1993,Drama
536,"b'Simple Twist of Fate, A'",1994,Drama
537,b'Sirens',1994,Drama
538,b'Six Degrees of Separation',1993,Drama
539,b'Sleepless in Seattle',1993,Comedy|Drama|Romance
540,b'Sliver',1993,Thriller
541,b'Blade Runner',1982,Action|Sci-Fi|Thriller
542,b'Son in Law',1993,Comedy|Drama|Romance
543,b'So I Married an Axe Murderer',1993,Comedy|Romance|Thriller
544,b'Striking Distance',1993,Action|Crime
546,b'Super Mario Bros.',1993,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547,b'Surviving the Game',1994,Action|Adventure|Thriller
548,b'Terminal Velocity',1994,Action|Mystery|Thriller
549,b'Thirty-Two Short Films About Glenn Gould',1993,Drama|Musical
550,b'Threesome',1994,Comedy|Romance
551,"b'Nightmare Before Christmas, The'",1993,Animation|Children|Fantasy|Musical
552,"b'Three Musketeers, The'",1993,Action|Adventure|Comedy|Romance
553,b'Tombstone',1993,Action|Drama|Western
554,b'Trial by Jury',1994,Crime|Drama|Thriller
555,b'True Romance',1993,Crime|Thriller
556,"b'War Room, The'",1993,Documentary
558,"b'Pagemaster, The'",1994,Action|Adventure|Animation|Children|Fantasy
561,b'Killer (Bulletproof Heart)',1994,Drama|Thriller
562,b'Welcome to the Dollhouse',1995,Comedy|Drama
563,b'Germinal',1993,Drama|Romance
565,b'Cronos',1993,Drama|Horror
566,b'Naked in New York',1994,Comedy|Romance
567,b'Kika',1993,Comedy|Drama
569,b'Little Big League',1994,Comedy|Drama
570,"b'Slingshot, The (K\xc3\xa5disbellan)'",1993,Comedy|Drama
571,"b'Wedding Gift, The'",1994,Drama|Romance
572,b'Foreign Student',1994,Drama
573,"b'Ciao, Professore! (Io speriamo che me la cavo)'",1992,Drama
574,b'Spanking the Monkey',1994,Comedy|Drama
575,"b'Little Rascals, The'",1994,Children|Comedy
577,b'Andre',1994,Adventure|Children|Drama
580,b'Princess Caraboo',1994,Drama
